id,title,context,question,answers
5709806e200fba14003680a7,Orthodox_Judaism,"Modern Orthodoxy comprises a fairly broad spectrum of movements, each drawing on several distinct though related philosophies, which in some combination have provided the basis for all variations of the movement today. In general, Modern Orthodoxy holds that Jewish law is normative and binding, while simultaneously attaching a positive value to interaction with contemporary society. In this view, Orthodox Judaism can ""be enriched"" by its intersection with modernity; further, ""modern society creates opportunities to be productive citizens engaged in the Divine work of transforming the world to benefit humanity"". At the same time, in order to preserve the integrity of halakha, any area of ""powerful inconsistency and conflict"" between Torah and modern culture must be avoided. Modern Orthodoxy, additionally, assigns a central role to the ""People of Israel"".",Who does Modern Orthodoxy assign a central role to?,People of Israel
57270a67dd62a815002e9849,Comcast,"In 1963, Ralph J. Roberts in conjunction with his two business partners, Daniel Aaron and Julian A. Brodsky, purchased American Cable Systems as a corporate spin-off from its parent, Jerrold Electronics, for US $500,000. At the time, American Cable was a small cable operator in Tupelo, Mississippi, with five channels and 12,000 customers. Storecast Corporation of America, a product placement supermarket specialist marketing firm, was purchased by American Cable in 1965. With Storecast being a Muzak client, American Cable purchased its first Muzak franchise of many in Orlando, Florida.",What city did American Cable Systems do business in?,"Tupelo, Mississippi"
57267adbf1498d1400e8e139,Carnival,"Traditionally a carnival feast was the last opportunity to eat well before the time of food shortage at the end of the winter during which one was limited to the minimum necessary. On what nowadays is called vastenavond (the days before fasting) all the remaining winter stores of lard, butter and meat which were left would be eaten, for it would soon start to rot and decay. The selected livestock had in fact already been slaughtered in November and the meat would be no longer preservable. All the food that had survived the winter had to be eaten to assure that everyone was fed enough to survive until the coming spring would provide new food sources.",Why were the winter stores of lard and meat eaten before fasting?,it would soon start to rot and decay
57304603b2c2fd1400568b53,Windows_8,"Retail distribution of Windows 8 has since been discontinued in favor of Windows 8.1. Unlike 8, 8.1 is available as ""full version software"" at both retail and online for download that does not require a previous version of Windows in order to be installed. Pricing for these new copies remain identical. With the retail release returning to full version software for Windows 8.1, the ""Personal Use License"" exemption was removed from the OEM SKU, meaning that end users building their own PCs for personal use must use the full retail version in order to satisfy the Windows 8.1 licensing requirements. Windows 8.1 with Bing is a special OEM-specific SKU of Windows 8.1 subsidized by Microsoft's Bing search engine.",What replaced Windows 8?,Windows 8.1
57277e3cf1498d1400e8f9b4,Crucifixion_of_Jesus,"In Mark 15:25 crucifixion takes place at the third hour (9 a.m.) and Jesus' death at the ninth hour (3 p.m.). However, in John 19:14 Jesus is still before Pilate at the sixth hour. Scholars have presented a number of arguments to deal with the issue, some suggesting a reconciliation, e.g., based on the use of Roman timekeeping in John but not in Mark, yet others have rejected the arguments. Several notable scholars have argued that the modern precision of marking the time of day should not be read back into the gospel accounts, written at a time when no standardization of timepieces, or exact recording of hours and minutes was available, and time was often approximated to the closest three-hour period.",Why do scholars say the times are different depending on the gospel it's written in?,based on the use of Roman timekeeping in John but not in Mark
573422a84776f4190066191d,Infection,"Microbiological culture is a principal tool used to diagnose infectious disease. In a microbial culture, a growth medium is provided for a specific agent. A sample taken from potentially diseased tissue or fluid is then tested for the presence of an infectious agent able to grow within that medium. Most pathogenic bacteria are easily grown on nutrient agar, a form of solid medium that supplies carbohydrates and proteins necessary for growth of a bacterium, along with copious amounts of water. A single bacterium will grow into a visible mound on the surface of the plate called a colony, which may be separated from other colonies or melded together into a ""lawn"". The size, color, shape and form of a colony is characteristic of the bacterial species, its specific genetic makeup (its strain), and the environment that supports its growth. Other ingredients are often added to the plate to aid in identification. Plates may contain substances that permit the growth of some bacteria and not others, or that change color in response to certain bacteria and not others. Bacteriological plates such as these are commonly used in the clinical identification of infectious bacterium. Microbial culture may also be used in the identification of viruses: the medium in this case being cells grown in culture that the virus can infect, and then alter or kill. In the case of viral identification, a region of dead cells results from viral growth, and is called a ""plaque"". Eukaryotic parasites may also be grown in culture as a means of identifying a particular agent.",What type of culture is a principal tool used to diagnose infectious disease?,Microbiological
56ce6aabaab44d1400b88775,To_Kill_a_Mockingbird,"The origin of Tom Robinson is less clear, although many have speculated that his character was inspired by several models. When Lee was 10 years old, a white woman near Monroeville accused a black man named Walter Lett of raping her. The story and the trial were covered by her father's newspaper which reported that Lett was convicted and sentenced to death. After a series of letters appeared claiming Lett had been falsely accused, his sentence was commuted to life in prison. He died there of tuberculosis in 1937. Scholars believe that Robinson's difficulties reflect the notorious case of the Scottsboro Boys, in which nine black men were convicted of raping two white women on negligible evidence. However, in 2005, Lee stated that she had in mind something less sensational, although the Scottsboro case served ""the same purpose"" to display Southern prejudices. Emmett Till, a black teenager who was murdered for flirting with a white woman in Mississippi in 1955, and whose death is credited as a catalyst for the Civil Rights Movement, is also considered a model for Tom Robinson.",At what age was Lee when a white woman accused a black guy of rape?,10
570aff9fec8fbc190045b7c6,Lancashire,"Lancashire has a long and highly productive tradition of music making. In the early modern era the county shared in the national tradition of balladry, including perhaps the finest border ballad, ""The Ballad of Chevy Chase"", thought to have been composed by the Lancashire-born minstrel Richard Sheale. The county was also a common location for folk songs, including ""The Lancashire Miller"", ""Warrington Ale"" and ""The soldier's farewell to Manchester"", while Liverpool, as a major seaport, was the subject of many sea shanties, including ""The Leaving of Liverpool"" and ""Maggie May"", beside several local Wassailing songs. In the Industrial Revolution changing social and economic patterns helped create new traditions and styles of folk song, often linked to migration and patterns of work. These included processional dances, often associated with rushbearing or the Wakes Week festivities, and types of step dance, most famously clog dancing.",What is Lancashire's long and productive tradition?,music making
56e8df710b45c0140094cd34,Westminster_Abbey,"The abbey was restored to the Benedictines under the Catholic Mary I of England, but they were again ejected under Elizabeth I in 1559. In 1560, Elizabeth re-established Westminster as a ""Royal Peculiar"" – a church of the Church of England responsible directly to the Sovereign, rather than to a diocesan bishop – and made it the Collegiate Church of St Peter (that is, a non-cathedral church with an attached chapter of canons, headed by a dean.) The last of Mary's abbots was made the first dean.",What was the new name of the abbey when Elizabeth I reestablished it?,Collegiate Church of St Peter
56d1179117492d1400aab90e,New_York_City,"New York City's public bus fleet is the largest in North America, and the Port Authority Bus Terminal, the main intercity bus terminal of the city, serves 7,000 buses and 200,000 commuters daily, making it the busiest bus station in the world.",What is New York's primary bus terminal?,Port Authority Bus Terminal
572b7d1b111d821400f38eb3,Zinc,"Roughly one quarter of all zinc output in the United States (2009), is consumed in the form of zinc compounds; a variety of which are used industrially. Zinc oxide is widely used as a white pigment in paints, and as a catalyst in the manufacture of rubber. It is also used as a heat disperser for the rubber and acts to protect its polymers from ultraviolet radiation (the same UV protection is conferred to plastics containing zinc oxide). The semiconductor properties of zinc oxide make it useful in varistors and photocopying products. The zinc zinc-oxide cycle is a two step thermochemical process based on zinc and zinc oxide for hydrogen production.",Why is zinc oxide useful in photocopying products?,semiconductor
56e1c607e3433e1400423162,Catalan_language,"Literary Catalan allows the use of words from different dialects, except those of very restricted use. However, from the 19th century onwards, there is a tendency of favoring words of Northern dialects in detriment of others, even though nowadays there is a greater freedom of choice.",When did the preference of use of words from northern dialects begin?,19th century
573365f4d058e614000b5a16,Financial_crisis_of_2007%E2%80%9308,"One of the first victims was Northern Rock, a medium-sized British bank. The highly leveraged nature of its business led the bank to request security from the Bank of England. This in turn led to investor panic and a bank run in mid-September 2007. Calls by Liberal Democrat Treasury Spokesman Vince Cable to nationalise the institution were initially ignored; in February 2008, however, the British government (having failed to find a private sector buyer) relented, and the bank was taken into public hands. Northern Rock's problems proved to be an early indication of the troubles that would soon befall other banks and financial institutions.",When did Northern Rock investors panic and a bank run begin?,September 2007
57324f89e99e3014001e66a2,The_Bronx,"The Bronx is named after Jonas Bronck who created the first settlement as part of the New Netherland colony in 1639. The native Lenape were displaced after 1643 by settlers. In the 19th and 20th centuries, the Bronx received many immigrant groups as it was transformed into an urban community, first from various European countries (particularly Ireland, Germany and Italy) and later from the Caribbean region (particularly Puerto Rico, Jamaica and the Dominican Republic), as well as African American migrants from the American South. This cultural mix has made the Bronx a wellspring of both Latin music and hip hop.",When did Bronck settle in the New York area?,1639
572fab9fb2c2fd14005682fd,Transistor,"Manufacturers of devices may have their own proprietary numbering system, for example CK722. Since devices are second-sourced, a manufacturer's prefix (like ""MPF"" in MPF102, which originally would denote a Motorola FET) now is an unreliable indicator of who made the device. Some proprietary naming schemes adopt parts of other naming schemes, for example a PN2222A is a (possibly Fairchild Semiconductor) 2N2222A in a plastic case (but a PN108 is a plastic version of a BC108, not a 2N108, while the PN100 is unrelated to other xx100 devices).",What is the marking for a 2N2222A in a plastic case?,PN2222A
5730d389b7151e1900c01550,United_States_Air_Force,"Defensive Counterair (DCA) is defined as ""all the defensive measures designed to detect, identify, intercept, and destroy or negate enemy forces attempting to penetrate or attack through friendly airspace"" (JP 1-02). A major goal of DCA operations, in concert with OCA operations, is to provide an area from which forces can operate, secure from air and missile threats. The DCA mission comprises both active and passive defense measures. Active defense is ""the employment of limited offensive action and counterattacks to deny a contested area or position to the enemy"" (JP 1-02). It includes both ballistic missile defense and air breathing threat defense, and encompasses point defense, area defense, and high value airborne asset defense. Passive defense is ""measures taken to reduce the probability of and to minimize the effects of damage caused by hostile action without the intention of taking the initiative"" (JP 1-02). It includes detection and warning; chemical, biological, radiological, and nuclear defense; camouflage, concealment, and deception; hardening; reconstitution; dispersion; redundancy; and mobility, counter-measures, and stealth.",What does the abbreviation DCA stand for? ,Defensive Counterair
5727d383ff5b5019007d962f,History_of_science,"Astronomy: Astronomical observations from China constitute the longest continuous sequence from any civilisation and include records of sunspots (112 records from 364 BC), supernovas (1054), lunar and solar eclipses. By the 12th century, they could reasonably accurately make predictions of eclipses, but the knowledge of this was lost during the Ming dynasty, so that the Jesuit Matteo Ricci gained much favour in 1601 by his predictions. By 635 Chinese astronomers had observed that the tails of comets always point away from the sun.",What year did Chinese astronomers start to observe comets?,635
572947c3af94a219006aa248,Glass,"From the 19th century, there was a revival in many ancient glass-making techniques including cameo glass, achieved for the first time since the Roman Empire and initially mostly used for pieces in a neo-classical style. The Art Nouveau movement made great use of glass, with René Lalique, Émile Gallé, and Daum of Nancy producing colored vases and similar pieces, often in cameo glass, and also using luster techniques. Louis Comfort Tiffany in America specialized in stained glass, both secular and religious, and his famous lamps. The early 20th-century saw the large-scale factory production of glass art by firms such as Waterford and Lalique. From about 1960 onwards there have been an increasing number of small studios hand-producing glass artworks, and glass artists began to class themselves as in effect sculptors working in glass, and their works as part fine arts.",When did glassworkers begin to consider their products fine art?,1960
573218f2e17f3d1400422685,Armenians,"In 885 AD the Armenians reestablished themselves as a sovereign kingdom under the leadership of Ashot I of the Bagratid Dynasty. A considerable portion of the Armenian nobility and peasantry fled the Byzantine occupation of Bagratid Armenia in 1045, and the subsequent invasion of the region by Seljuk Turks in 1064. They settled in large numbers in Cilicia, an Anatolian region where Armenians were already established as a minority since Roman times. In 1080, they founded an independent Armenian Principality then Kingdom of Cilicia, which became the focus of Armenian nationalism. The Armenians developed close social, cultural, military, and religious ties with nearby Crusader States, but eventually succumbed to Mamluk invasions. In the next few centuries, Djenghis Khan, Timurids, and the tribal Turkic federations of the Ak Koyunlu and the Kara Koyunlu ruled over the Armenians.",When did Armenia become a sovereign kingdom?,885 AD
5726c1a65951b619008f7d61,Hokkien,"The pronounced divergence between literary and colloquial pronunciations found in Hokkien dialects is attributed to the presence of several strata in the Min lexicon. The earliest, colloquial stratum is traced to the Han dynasty (206 BCE - 220 CE); the second colloquial one comes from the period of the Southern and Northern Dynasties (420 - 589 CE); the third stratum of pronunciations (typically literary ones) comes from the Tang Dynasty (618–907 CE) and is based on the prestige dialect of Chang'an (modern day Xi'an), its capital.",Colloquial stratum can be traced to several strata in what lexicon?,Min
572f0356dfa6aa1500f8d564,Elevator,"There are several technologies aimed to provide better experience to passengers suffering from claustrophobia, anthropophobia or social anxiety. Israeli startup DigiGage uses motion sensors to scroll the pre-rendered images, building and floor-specific content on a screen embedded into the wall as the cab moves up and down. British company LiftEye provides a virtual window technology to turn common elevator into panoramic. It creates 3d video panorama using live feed from cameras placed vertically along the facade and synchronizes it with cab movement. The video is projected on a wall-sized screens making it look like the walls are made of glass.",What Israeli company uses motion sensors to display information on a screen embedded in the wall of the cabs?,DigiGage
5730b7f28ab72b1400f9c6f2,Namibia,"The dry lands of Namibia were inhabited since early times by San, Damara, and Namaqua, and since about the 14th century AD by immigrating Bantu who came with the Bantu expansion. Most of the territory became a German Imperial protectorate in 1884 and remained a German colony until the end of World War I. In 1920, the League of Nations mandated the country to South Africa, which imposed its laws and, from 1948, its apartheid policy. The port of Walvis Bay and the offshore Penguin Islands had been annexed by the Cape Colony under the British crown by 1878 and had become an integral part of the new Union of South Africa at its creation in 1910.",When did Namibia stop being a German colony?,end of World War I
57278d70708984140094e0a3,Supreme_court,"Final interpretation of and amendments to the German Constitution, the Grundgesetz, is the task of the Bundesverfassungsgericht (Federal Constitutional Court), which is the de facto highest German court, as it can declare both federal and state legislation ineffective, and has the power to overrule decisions of all other federal courts, despite not being a regular court of appeals on itself in the German court system. It is also the only court possessing the power and authority to outlaw political parties, if it is deemed that these parties have repeatedly violated articles of the Constitution.",What is Germany's constitution called?,the Grundgesetz
56de7016cffd8e1900b4b8c8,Heresy,"According to Titus 3:10 a divisive person should be warned two times before separating from him. The Greek for the phrase ""divisive person"" became a technical term in the early Church for a type of ""heretic"" who promoted dissension. In contrast correct teaching is called sound not only because it builds up in the faith, but because it protects against the corrupting influence of false teachers.",What word is used when speaking of correct teachings in contrast to a false teacher?,sound
5734338bd058e614000b6b0b,"Tucson,_Arizona","The monsoon can begin any time from mid-June to late July, with an average start date around July 3. It typically continues through August and sometimes into September. During the monsoon, the humidity is much higher than the rest of the year. It begins with clouds building up from the south in the early afternoon followed by intense thunderstorms and rainfall, which can cause flash floods. The evening sky at this time of year is often pierced with dramatic lightning strikes. Large areas of the city do not have storm sewers, so monsoon rains flood the main thoroughfares, usually for no longer than a few hours. A few underpasses in Tucson have ""feet of water"" scales painted on their supports to discourage fording by automobiles during a rainstorm. Arizona traffic code Title 28-910, the so-called ""Stupid Motorist Law"", was instituted in 1995 to discourage people from entering flooded roadways. If the road is flooded and a barricade is in place, motorists who drive around the barricade can be charged up to $2000 for costs involved in rescuing them. Despite all warnings and precautions, however, three Tucson drivers have drowned between 2004 and 2010.",When does Tucson's monsoon usually start?,around July 3
572849043acd2414000df88f,Labour_Party_(UK),"Support for the LRC was boosted by the 1901 Taff Vale Case, a dispute between strikers and a railway company that ended with the union being ordered to pay £23,000 damages for a strike. The judgement effectively made strikes illegal since employers could recoup the cost of lost business from the unions. The apparent acquiescence of the Conservative Government of Arthur Balfour to industrial and business interests (traditionally the allies of the Liberal Party in opposition to the Conservative's landed interests) intensified support for the LRC against a government that appeared to have little concern for the industrial proletariat and its problems.",What boosted support in 1901?,Taff Vale Case
56e8f9f90b45c0140094cdae,Westminster_Abbey,"The chapter house has an original mid-13th-century tiled pavement. A door within the vestibule dates from around 1050 and is believed to be the oldest in England.[citation needed] The exterior includes flying buttresses added in the 14th century and a leaded tent-lantern roof on an iron frame designed by Scott. The Chapter house was originally used in the 13th century by Benedictine monks for daily meetings. It later became a meeting place of the King's Great Council and the Commons, predecessors of Parliament.",A door in the vestible dates back to when?,1050
57264d1a5951b619008f6f5f,Incandescent_light_bulb,"The relationships above are valid for only a few percent change of voltage around rated conditions, but they do indicate that a lamp operated at much lower than rated voltage could last for hundreds of times longer than at rated conditions, albeit with greatly reduced light output. The ""Centennial Light"" is a light bulb that is accepted by the Guinness Book of World Records as having been burning almost continuously at a fire station in Livermore, California, since 1901. However, the bulb emits the equivalent light of a four watt bulb. A similar story can be told of a 40-watt bulb in Texas that has been illuminated since 21 September 1908. It once resided in an opera house where notable celebrities stopped to take in its glow, and was moved to an area museum in 1977.",When did the long-lasting bulb in Texas begin continuing illumination?,21 September 1908
570fe33980d9841400ab3700,Dell,"In March 2013, the Blackstone Group and Carl Icahn expressed interest in purchasing Dell. In April 2013, Blackstone withdrew their offer, citing deteriorating business. Other private equity firms such as KKR & Co. and TPG Capital declined to submit alternative bids for Dell, citing the uncertain market for personal computers and competitive pressures, so the ""wide-open bidding war"" never materialized. Analysts said that the biggest challenge facing Silver Lake would be to find an “exit strategy” to profit from its investment, which would be when the company would hold an IPO to go public again, and one warned “But even if you can get a $25bn enterprise value for Dell, it will take years to get out.”",How much was the potential enterprise value of Dell?,$25bn
57268864f1498d1400e8e2fe,British_Empire,"In December 1941, Japan launched, in quick succession, attacks on British Malaya, the United States naval base at Pearl Harbor, and Hong Kong. Churchill's reaction to the entry of the United States into the war was that Britain was now assured of victory and the future of the empire was safe, but the manner in which British forces were rapidly defeated in the Far East irreversibly harmed Britain's standing and prestige as an imperial power. Most damaging of all was the fall of Singapore, which had previously been hailed as an impregnable fortress and the eastern equivalent of Gibraltar. The realisation that Britain could not defend its entire empire pushed Australia and New Zealand, which now appeared threatened by Japanese forces, into closer ties with the United States. This resulted in the 1951 ANZUS Pact between Australia, New Zealand and the United States of America.",When was the ANZUS Pact formed?,1951
56d374c959d6e41400146448,American_Idol,"Chris Daughtry's performance of Fuel's ""Hemorrhage (In My Hands)"" on the show was widely praised and led to an invitation to join the band as Fuel's new lead singer, an invitation he declined. His performance of Live's version of ""I Walk the Line"" was well received by the judges but later criticized in some quarters for not crediting the arrangement to Live. He was eliminated at the top four in a shocking result.",Which season five contestant caused controversy with their performance of I Walk the Line?,Chris Daughtry
573076172461fd1900a9ce2d,51st_state,"In Article 3 of the Treaty of San Francisco between the Allied Powers and Japan, which came into force in April 1952, the U.S. put the outlying islands of the Ryukyus, including the island of Okinawa—home to over 1 million Okinawans related to the Japanese—and the Bonin Islands, the Volcano Islands, and Iwo Jima into U.S. trusteeship. All these trusteeships were slowly returned to Japanese rule. Okinawa was returned on May 15, 1972, but the U.S. stations troops in the island's bases as a defense for Japan.",When did Artcle 3 of the Treaty of San Francisco come into effect?,April 1952
5728b4cd2ca10214002da623,Estonia,"The U.S., UK, France, Italy and the majority of other Western countries considered the annexation of Estonia by the USSR illegal. They retained diplomatic relations with the representatives of the independent Republic of Estonia, never de jure recognised the existence of the Estonian SSR, and never recognised Estonia as a legal constituent part of the Soviet Union. Estonia's return to independence became possible as the Soviet Union faced internal regime challenges, loosening its hold on the outer empire. As the 1980s progressed, a movement for Estonian autonomy started. In the initial period of 1987–1989, this was partially for more economic independence, but as the Soviet Union weakened and it became increasingly obvious that nothing short of full independence would do, Estonia began a course towards self-determination.",What decade started the push for Estonian independence?,1980s
56db229de7c41114004b4dea,American_Idol,"The two finalists were Kris Allen and Adam Lambert, both of whom had previously landed in the bottom three at the top five. Allen won the contest in the most controversial voting result since season two. It was claimed, later retracted, that 38 million of the 100 million votes cast on the night came from Allen's home state of Arkansas alone, and that AT&T employees unfairly influenced the votes by giving lessons on power-texting at viewing parties in Arkansas.",Who won the season?,Kris Allen
572774545951b619008f8a44,Nonprofit_organization,"During 2009, the federal government enacted new legislation repealing the Canada Corporations Act, Part II - the Canada Not-for-Profit Corporations Act. This Act was last amended on 10 October 2011 and the act was current till 4 March 2013. It allows for incorporation as of right, by Articles of Incorporation; does away with the ultra vires doctrine for nonprofits; establishes them as legal persons; and substantially updates the governance provisions for nonprofits. Ontario also overhauled its legislation, adopting the Ontario Not-for-Profit Corporations Act during 2010; pending the outcome of an anticipated election during October 2011,[dated info] the new Act is expected to be in effect as of 1 July 2013.",When does Ontario expect the Canada Not-for-Profits Corpaoations Act to go into effect?,1 July 2013
56fad8e28f12f319006301f7,Somalis,"Somali society is traditionally ethnically endogamous. So to extend ties of alliance, marriage is often to another ethnic Somali from a different clan. Thus, for example, a recent study observed that in 89 marriages contracted by men of the Dhulbahante clan, 55 (62%) were with women of Dhulbahante sub-clans other than those of their husbands; 30 (33.7%) were with women of surrounding clans of other clan families (Isaaq, 28; Hawiye, 3); and 3 (4.3%) were with women of other clans of the Darod clan family (Majerteen 2, Ogaden 1).","According to a recent study, how many Dhulbahante men married women of a different Dhulbahante sub-clan?",55
57325556e99e3014001e66d0,Jehovah%27s_Witnesses,"Sociologist James A. Beckford, in his 1975 study of Jehovah's Witnesses, classified the religion's organizational structure as Totalizing, characterized by an assertive leadership, specific and narrow objectives, control over competing demands on members' time and energy, and control over the quality of new members. Other characteristics of the classification include likelihood of friction with secular authorities, reluctance to co-operate with other religious organizations, a high rate of membership turnover, a low rate of doctrinal change, and strict uniformity of beliefs among members. Beckford identified the religion's chief characteristics as historicism (identifying historical events as relating to the outworking of God's purpose), absolutism (conviction that Jehovah's Witness leaders dispense absolute truth), activism (capacity to motivate members to perform missionary tasks), rationalism (conviction that Witness doctrines have a rational basis devoid of mystery), authoritarianism (rigid presentation of regulations without the opportunity for criticism) and world indifference (rejection of certain secular requirements and medical treatments).",What did Beckford classify the Jehovah's Witnesses organizational structure as being?,Totalizing
56ce5125aab44d1400b886b0,Sino-Tibetan_relations_during_the_Ming_dynasty,"When the Dzungar Mongols attempted to spread their territory from what is now Xinjiang into Tibet, the Kangxi Emperor (r. 1661–1722) responded to Tibetan pleas for aid with his own expedition to Tibet, occupying Lhasa in 1720. By 1751, during the reign of the Qianlong Emperor (r. 1735–1796), a protectorate and permanent Qing dynasty garrison was established in Tibet. As of 1751, Albert Kolb writes that ""Chinese claims to suzerainty over Tibet date from this time.""",When did the Qianlong Emperor reign? ,1735–1796
572655495951b619008f6ff2,East_India_Company,"The company, which benefited from the imperial patronage, soon expanded its commercial trading operations, eclipsing the Portuguese Estado da Índia, which had established bases in Goa, Chittagong, and Bombay, which Portugal later ceded to England as part of the dowry of Catherine de Braganza. The East India Company also launched a joint attack with the Dutch United East India Company on Portuguese and Spanish ships off the coast of China, which helped secure their ports in China. The company established trading posts in Surat (1619), Madras (1639), Bombay (1668), and Calcutta (1690). By 1647, the company had 23 factories, each under the command of a factor or master merchant and governor if so chosen, and 90 employees in India. The major factories became the walled forts of Fort William in Bengal, Fort St George in Madras, and Bombay Castle.",when the east india company move to commercial  trading what  company did they surpass?,Portuguese Estado da Índia
570d40f5fed7b91900d45dab,Valencia,"On 9 July 2006, during Mass at Valencia's Cathedral, Our Lady of the Forsaken Basilica, Pope Benedict XVI used, at the World Day of Families, the Santo Caliz, a 1st-century Middle-Eastern artifact that some Catholics believe is the Holy Grail. It was supposedly brought to that church by Emperor Valerian in the 3rd century, after having been brought by St. Peter to Rome from Jerusalem. The Santo Caliz (Holy Chalice) is a simple, small stone cup. Its base was added in Medieval Times and consists of fine gold, alabaster and gem stones.",What century is the Santo Caliz from?,1st
570e3a8a0dc6ce1900204eba,Uranium,"In nature, uranium is found as uranium-238 (99.2742%) and uranium-235 (0.7204%). Isotope separation concentrates (enriches) the fissionable uranium-235 for nuclear weapons and most nuclear power plants, except for gas cooled reactors and pressurised heavy water reactors. Most neutrons released by a fissioning atom of uranium-235 must impact other uranium-235 atoms to sustain the nuclear chain reaction. The concentration and amount of uranium-235 needed to achieve this is called a 'critical mass'.",What is the most prevalent natural isotope of uranium?,uranium-238
570c5a9bfed7b91900d45911,"John,_King_of_England","In the late 12th and early 13th centuries the border and political relationship between England and Scotland was disputed, with the kings of Scotland claiming parts of what is now northern England. John's father, Henry II, had forced William the Lion to swear fealty to him at the Treaty of Falaise in 1174. This had been rescinded by Richard I in exchange for financial compensation in 1189, but the relationship remained uneasy. John began his reign by reasserting his sovereignty over the disputed northern counties. He refused William's request for the earldom of Northumbria, but did not intervene in Scotland itself and focused on his continental problems. The two kings maintained a friendly relationship, meeting in 1206 and 1207, until it was rumoured in 1209 that William was intending to ally himself with Philip II of France. John invaded Scotland and forced William to sign the Treaty of Norham, which gave John control of William's daughters and required a payment of £10,000. This effectively crippled William's power north of the border, and by 1212 John had to intervene militarily to support the Scottish king against his internal rivals.[nb 16] John made no efforts to reinvigorate the Treaty of Falaise, though, and both William and Alexander remained independent kings, supported by, but not owing fealty to, John.",What did John force William to sign?,Treaty of Norham
56db290be7c41114004b4e62,American_Idol,"One of the more prominent contestants this year was Chris Medina, whose story of caring for his brain-damaged fiancée received widespread coverage. Medina was cut in the Top 40 round. Casey Abrams, who suffers from ulcerative colitis, was hospitalized twice and missed the Top 13 result show. The judges used their one save on Abrams on the Top 11, and as a result this was the first season that 11 finalists went on tour instead of 10. In the following week, Naima Adedapo and Thia Megia were both eliminated the following week.",When was Medina eliminated from the competition?,Top 40 round
5727428ff1498d1400e8f549,Cotton,"Cotton remained a key crop in the Southern economy after emancipation and the end of the Civil War in 1865. Across the South, sharecropping evolved, in which landless black and white farmers worked land owned by others in return for a share of the profits. Some farmers rented the land and bore the production costs themselves. Until mechanical cotton pickers were developed, cotton farmers needed additional labor to hand-pick cotton. Picking cotton was a source of income for families across the South. Rural and small town school systems had split vacations so children could work in the fields during ""cotton-picking.""",What function of southern schools was created for children to pick cotton?,split vacations
570964d4ed30961900e8407d,Identity_(social_science),"At a general level, self-psychology is compelled to investigate the question of how the personal self relates to the social environment. To the extent that these theories place themselves in the tradition of ""psychological"" social psychology, they focus on explaining an individual's actions within a group in terms of mental events and states. However, some ""sociological"" social psychology theories go further by attempting to deal with the issue of identity at both the levels of individual cognition and of collective behavior.",What two factors are focused on when explaining an individual's actions within a group?,mental events and states
572e8b9edfa6aa1500f8d103,Richard_Feynman,"Feynman was elected a Foreign Member of the Royal Society (ForMemRS) in 1965. At this time in the early 1960s, Feynman exhausted himself by working on multiple major projects at the same time, including a request, while at Caltech, to ""spruce up"" the teaching of undergraduates. After three years devoted to the task, he produced a series of lectures that eventually became The Feynman Lectures on Physics. He wanted a picture of a drumhead sprinkled with powder to show the modes of vibration at the beginning of the book. Concerned over the connections to drugs and rock and roll that could be made from the image, the publishers changed the cover to plain red, though they included a picture of him playing drums in the foreword. The Feynman Lectures on Physics occupied two physicists, Robert B. Leighton and Matthew Sands, as part-time co-authors for several years. Even though the books were not adopted by most universities as textbooks, they continue to sell well because they provide a deep understanding of physics. Many of his lectures and miscellaneous talks were turned into other books, including The Character of Physical Law, QED: The Strange Theory of Light and Matter, Statistical Mechanics, Lectures on Gravitation, and the Feynman Lectures on Computation.",Why did publisher change the cover picture on Feynman's book?,connections to drugs and rock and roll
5731c52de17f3d14004223bf,Steven_Spielberg,"Spielberg served as an uncredited executive producer on The Haunting, The Prince of Egypt, Just Like Heaven, Shrek, Road to Perdition, and Evolution. He served as an executive producer for the 1997 film Men in Black, and its sequels, Men in Black II and Men in Black III. In 2005, he served as a producer of Memoirs of a Geisha, an adaptation of the novel by Arthur Golden, a film to which he was previously attached as director. In 2006, Spielberg co-executive produced with famed filmmaker Robert Zemeckis a CGI children's film called Monster House, marking their eighth collaboration since 1990's Back to the Future Part III. He also teamed with Clint Eastwood for the first time in their careers, co-producing Eastwood's Flags of Our Fathers and Letters from Iwo Jima with Robert Lorenz and Eastwood himself. He earned his twelfth Academy Award nomination for the latter film as it was nominated for Best Picture. Spielberg served as executive producer for Disturbia and the Transformers live action film with Brian Goldner, an employee of Hasbro. The film was directed by Michael Bay and written by Roberto Orci and Alex Kurtzman, and Spielberg continued to collaborate on the sequels, Transformers: Revenge of the Fallen and Transformers: Dark of the Moon. In 2011, he produced the J. J. Abrams science fiction thriller film Super 8 for Paramount Pictures.",Which studio produced 'Super 8'?,Paramount Pictures
